@IPDevice:ACCC8ED81189:1,-99.1135,19.4083,C2N-MERCED-3851-A,ACTIVO
@IPDevice:ACCC8ECF1719:1,-99.0971,19.4673,C2N-CUCHIL-10802-A,ACTIVO
@IPDevice:ACCC8ED803E9:1,-99.2198,19.408,C2P-CHAPUL-13880-B,ACTIVO
@IPDevice:ACCC8ED810BA:1,-99.1421,19.5553,C2N-CUAUTE-6102-B,ACTIVO
@IPDevice:ACCC8ED8040A:1,-99.0268,19.38,C2O-OASIS-5179-B,ACTIVO
@IPDevice:ACCC8ED7C6DE:1,-99.1267,19.4732,C2N-TEPEYA-10819-A,ACTIVO
@IPDevice:ACCC8ED815F8:1,-99.2328,19.3773,C2P-SANTAF-6343-B,ACTIVO
@IPDevice:ACCC8ED80E77:1,-99.0449,19.3247,C2O-QUETZA-16032-B,ACTIVO
@IPDevice:ACCC8ED8023E:1,-99.0592,19.4689,C2N-PRADER-1813-B,ACTIVO
@IPDevice:ACCC8ECF10B1:1,-99.0914,19.4659,C2N-ARAGON-2077-B,ACTIVO
@IPDevice:ACCC8ED8000A:1,-99.1505,19.4002,C2S-NARVAR-9238-A,ACTIVO
@IPDevice:ACCC8ED7FFB5:1,-99.1641,19.2868,C2S-HUIPUL-7515-B,ACTIVO
@IPDevice:ACCC8ED7FFB0:1,-99.1713,19.3602,C2S-PORTAL-5507-A,ACTIVO
@IPDevice:ACCC8ED80065:1,-99.0991,19.3779,C2O-GRANJA-163-A,ACTIVO
@IPDevice:ACCC8ED7F74E:1,-99.109,19.3766,C2O-CHURUB-7263-B,ACTIVO
@IPDevice:ACCC8ED80A80:1,-99.1244,19.3357,C2S-TAXQUE-6534-B,ACTIVO
@IPDevice:ACCC8ED7FF67:1,-99.1839,19.3912,C2S-NAPOLE-5484-B,ACTIVO
@IPDevice:ACCC8ED7FF62:1,-99.1369,19.3334,C2S-TAXQUE-6563-B,ACTIVO
@IPDevice:ACCC8ED7FF69:1,-99.1633,19.3968,C2S-DELVAL-5496-B,ACTIVO
@IPDevice:ACCC8ED8022D:1,-99.1798,19.3893,C2S-NAPOLE-6465-A,ACTIVO
@IPDevice:ACCC8ED80899:1,-99.2263,19.2266,C2S-FUENTE-5710-A,ACTIVO
@IPDevice:ACCC8ED8022A:1,-99.1718,19.3475,C2S-COYOAC-6565-B,ACTIVO
@IPDevice:ACCC8ED80927:1,-99.1072,19.318,C2S-CULHUA-6529-A,ACTIVO
@IPDevice:ACCC8ED80621:1,-99.1835,19.3955,C2S-NAPOLE-6459-A,ACTIVO
@IPDevice:ACCC8ED8006E:1,-99.0991,19.3779,C2O-GRANJA-163-B,ACTIVO
@IPDevice:ACCC8ED80A8B:1,-99.0184,19.3701,C2O-OASIS-5176-A,ACTIVO
@IPDevice:ACCC8ED80C4C:1,-99.0376,19.3585,C2O-SANTAC-5204-B,ACTIVO
@IPDevice:ACCC8ED7FDF5:1,-99.1437,19.3724,C2S-PORTAL-5542-B,ACTIVO
@IPDevice:ACCC8ED7FFBF:1,-99.1819,19.3642,C2S-DELVAL-5505-A,ACTIVO
@IPDevice:ACCC8ED7FDF0:1,-99.1104,19.3096,C2S-CULHUA-6530-A,ACTIVO
@IPDevice:ACCC8ED80B7D:1,-99.134,19.4789,C2N-LINDAV-6876-A,ACTIVO
@IPDevice:ACCC8ED8089B:1,-99.2165,19.2691,C2S-FUENTE-5693-A,ACTIVO
@IPDevice:ACCC8ED804D3:1,-99.0226,19.3783,C2O-OASIS-5162-B,ACTIVO
@IPDevice:ACCC8ED80ABB:1,-99.1416,19.3944,C2S-NARVAR-6466-B,ACTIVO
@IPDevice:ACCC8ED8092D:1,-99.1532,19.3381,C2S-COYOAC-6547-A,ACTIVO
@IPDevice:ACCC8ED7FC82:1,-99.0217,19.3378,C2O-QUETZA-7233-B,ACTIVO
@IPDevice:ACCC8ED7FC83:1,-99.1883,19.3698,C2S-NAPOLE-7260-A,ACTIVO
@IPDevice:ACCC8ED7FA68:1,-99.0518,19.3666,C2O-ABASTO-9298-B,ACTIVO
@IPDevice:ACCC8ED80E8C:1,-99.1528,19.358,C2S-PORTAL-5548-B,ACTIVO
@IPDevice:ACCC8ED7FA86:1,-99.126,19.3817,C2N-IZTACC-7011-B,ACTIVO
@IPDevice:ACCC8ED7FDFA:1,-99.0288,19.3261,C2O-QUETZA-5151-B,ACTIVO
@IPDevice:ACCC8ED816CB:1,-99.038,19.3423,C2O-QUETZA-5200-B,ACTIVO
@IPDevice:ACCC8ED810F1:1,-99.168,19.2738,C2S-HUIPUL-5712-A,ACTIVO
@IPDevice:ACCC8ED7FC2E:1,-99.039,19.3449,C2O-SANTAC-5197-A,ACTIVO
@IPDevice:ACCC8ED7FC2C:1,-99.0676,19.345,C2O-TEZONC-7211-A,ACTIVO
@IPDevice:ACCC8ED7EF72:1,-99.1763,19.292,C2S-HUIPUL-7823-B,ACTIVO
@IPDevice:ACCC8ED8048B:1,-99.1181,19.3442,C2S-TAXQUE-5927-B,ACTIVO
@IPDevice:ACCC8ED7EF78:1,-99.1821,19.4244,C2P-POLANC-184-A,ACTIVO
@IPDevice:ACCC8ED7FB71:1,-99.1508,19.3601,C2S-PORTAL-5326-B,ACTIVO
@IPDevice:ACCC8ED7FB73:1,-99.0673,19.3447,C2O-TEZONC-7266-B,ACTIVO
@IPDevice:ACCC8ED7EE42:1,-99.1501,19.3599,C2S-PORTAL-5549-A,ACTIVO
@IPDevice:ACCC8ED7FB79:1,-99.183,19.3924,C2S-NAPOLE-6225-B,ACTIVO
@IPDevice:ACCC8ED7FED4:1,-99.039,19.3449,C2O-SANTAC-5197-B,ACTIVO
@IPDevice:ACCC8ED7FAB8:1,-99.1445,19.4704,C2N-LINDAV-5313-A,ACTIVO
@IPDevice:ACCC8ED7FA6D:1,-99.0318,19.3875,C2O-OASIS-7221-A,ACTIVO
@IPDevice:ACCC8ED7F6F5:1,-99.0938,19.361,C2O-ABASTO-5050-B,ACTIVO
@IPDevice:ACCC8ED801F3:1,-99.1534,19.3646,C2S-PORTAL-6477-B,ACTIVO
@IPDevice:ACCC8ED7F792:1,-99.0612,19.3566,C2O-SANTAC-7208-B,ACTIVO
@IPDevice:ACCC8ED7F6F9:1,-99.0661,19.3468,C2O-TEZONC-9277-A,ACTIVO
@IPDevice:ACCC8ED7F684:1,-99.2348,19.2783,C2S-PADIER-7581-A,ACTIVO
@IPDevice:ACCC8ED7F687:1,-99.0612,19.3566,C2O-SANTAC-7208-A,ACTIVO
@IPDevice:ACCC8ED7F680:1,-99.058,19.3738,C2O-SANTAC-7219-B,ACTIVO
@IPDevice:ACCC8ED7F681:1,-99.221,19.2893,C2S-PADIER-7554-B,ACTIVO
@IPDevice:ACCC8ED7F682:1,-99.0554,19.361,C2O-SANTAC-7254-A,ACTIVO
@IPDevice:ACCC8ED803DB:1,-99.1499,19.3609,C2S-PORTAL-5544-B,ACTIVO
@IPDevice:ACCC8ED80867:1,-99.201,19.2223,C2S-FUENTE-5671-A,ACTIVO
@IPDevice:ACCC8ED7EF7F:1,-99.1628,19.3621,C2S-PORTAL-7825-B,ACTIVO
@IPDevice:ACCC8ED7F597:1,-99.1017,19.4588,C2N-CUCHIL-6152-A,ACTIVO
@IPDevice:ACCC8ED7EF7C:1,-99.1763,19.292,C2S-HUIPUL-7823-A,ACTIVO
@IPDevice:ACCC8ED7F591:1,-99.2348,19.2783,C2S-PADIER-7581-B,ACTIVO
@IPDevice:ACCC8ED801FD:1,-99.1798,19.3893,C2S-NAPOLE-6465-B,ACTIVO
@IPDevice:ACCC8ED7FB7B:1,-99.1433,19.3567,C2S-TAXQUE-6523-B,ACTIVO
@IPDevice:ACCC8ED8003E:1,-99.1169,19.3734,C2O-CHURUB-160-A,ACTIVO
@IPDevice:ACCC8ED80AE9:1,-99.2121,19.2764,C2S-PADIER-6214-A,ACTIVO
@IPDevice:ACCC8ED80AE8:1,-99.1361,19.3139,C2S-CULHUA-6516-A,ACTIVO
@IPDevice:ACCC8ED7F6FF:1,-99.1543,19.366,C2S-PORTAL-7197-A,ACTIVO
@IPDevice:ACCC8ED80AE6:1,-99.0445,19.3271,C2O-QUETZA-7224-A,ACTIVO
@IPDevice:ACCC8ED7F6FA:1,-99.107,19.3153,C2S-CULHUA-7110-B,ACTIVO
@IPDevice:ACCC8ED7FFA9:1,-99.1641,19.2868,C2S-HUIPUL-7515-A,ACTIVO
@IPDevice:ACCC8ED80AE0:1,-99.2121,19.2764,C2S-PADIER-6214-B,ACTIVO
@IPDevice:ACCC8ED8086A:1,-99.0445,19.3271,C2O-QUETZA-7224-B,ACTIVO
@IPDevice:ACCC8ED8021C:1,-99.127,19.287,C2S-COAPA-5291-B,ACTIVO
@IPDevice:ACCC8ED7F68B:1,-99.0063,19.3388,C2O-TEOTON-7234-B,ACTIVO
@IPDevice:ACCC8ED7F68C:1,-99.058,19.3738,C2O-SANTAC-7219-A,ACTIVO
@IPDevice:ACCC8ED80705:1,-99.2314,19.2747,C2S-PADIER-5692-A,ACTIVO
@IPDevice:ACCC8ED8067C:1,-99.1783,19.5023,C2P-HORMIG-9300-A,ACTIVO
@IPDevice:ACCC8ED80619:1,-99.1835,19.3955,C2S-NAPOLE-6459-B,ACTIVO
@IPDevice:ACCC8ED7F59E:1,-99.1058,19.4845,C2N-QUIROG-5309-A,ACTIVO
@IPDevice:ACCC8ED80AEF:1,-99.1596,19.3832,C2S-NARVAR-6448-B,ACTIVO
@IPDevice:ACCC8ED80AEC:1,-99.1596,19.3832,C2S-NARVAR-6448-A,ACTIVO
@IPDevice:ACCC8ED8001A:1,-99.1505,19.4002,C2S-NARVAR-9238-B,ACTIVO
@IPDevice:ACCC8ED80AEB:1,-99.1416,19.3944,C2S-NARVAR-6466-A,ACTIVO
@IPDevice:ACCC8ED7FFAA:1,-99.1612,19.3601,C2S-PORTAL-5325-B,ACTIVO
@IPDevice:ACCC8ED7FFAC:1,-99.1839,19.3912,C2S-NAPOLE-5484-A,ACTIVO
@IPDevice:ACCC8ED7FF5A:1,-99.1633,19.3968,C2S-DELVAL-5496-A,ACTIVO
@IPDevice:ACCC8ED7F7AE:1,-99.1594,19.5156,C2N-TICOMA-9435-B,ACTIVO
@IPDevice:ACCC8ED806EA:1,-99.2314,19.2747,C2S-PADIER-5692-B,ACTIVO
@IPDevice:ACCC8ED7F677:1,-99.0147,19.1934,C2O-TECOMI-7426-A,ACTIVO
@IPDevice:ACCC8ED7FD38:1,-99.2146,19.3947,C2P-PLATER-5908-B,ACTIVO
@IPDevice:ACCC8ED7F431:1,-99.1017,19.4588,C2N-CUCHIL-6152-B,ACTIVO
@IPDevice:ACCC8ED7FB25:1,-99.1437,19.3724,C2S-PORTAL-5542-A,ACTIVO
@IPDevice:ACCC8ED7F702:1,-99.0063,19.3388,C2O-TEOTON-7234-A,ACTIVO
@IPDevice:ACCC8ED7F703:1,-99.2222,19.2834,C2S-PADIER-7509-B,ACTIVO
@IPDevice:ACCC8ED7FB21:1,-99.1573,19.2354,C2S-FUENTE-5701-A,ACTIVO
@IPDevice:ACCC8ED7FB22:1,-99.1635,19.3428,C2S-COYOAC-5932-B,ACTIVO
@IPDevice:ACCC8ED7F709:1,-99.1746,19.2985,C2S-HUIPUL-7476-B,ACTIVO
@IPDevice:ACCC8ED7FD3E:1,-99.1872,19.3709,C2S-NAPOLE-6453-A,ACTIVO
@IPDevice:ACCC8ED7F67D:1,-99.0093,19.3408,C2O-TEOTON-7242-B,ACTIVO
@IPDevice:ACCC8ED7F67F:1,-99.0449,19.3285,C2O-QUETZA-7215-B,ACTIVO
@IPDevice:ACCC8ED7FA3E:1,-99.2085,19.4385,C2P-POLANC-7841-B,ACTIVO
@IPDevice:ACCC8ED7FB86:1,-99.1852,19.3767,C2S-NAPOLE-6457-A,ACTIVO
@IPDevice:ACCC8ED7FB80:1,-99.1368,19.4028,C2S-NARVAR-5536-A,ACTIVO
@IPDevice:ACCC8ED7F411:1,-99.1536,19.3358,C2S-COYOAC-6581-A,ACTIVO
@IPDevice:ACCC8ED7F419:1,-99.1508,19.3601,C2S-PORTAL-5326-A,ACTIVO
@IPDevice:ACCC8ED7F721:1,-99.1789,19.3822,C2S-NAPOLE-5489-B,ACTIVO
@IPDevice:ACCC8ED7F70D:1,-99.107,19.3153,C2S-CULHUA-7110-A,ACTIVO
@IPDevice:ACCC8ED7F70A:1,-99.1789,19.3822,C2S-NAPOLE-5489-A,ACTIVO
@IPDevice:ACCC8ED7FB2C:1,-99.1573,19.2354,C2S-FUENTE-5701-B,ACTIVO
@IPDevice:ACCC8ED7FF85:1,-99.1639,19.3507,C2S-COYOAC-6566-B,ACTIVO
@IPDevice:ACCC8ED7FB8C:1,-99.1454,19.3593,C2S-PORTAL-6473-A,ACTIVO
@IPDevice:ACCC8ED7FF89:1,-99.1708,19.3984,C2S-DELVAL-5493-B,ACTIVO
@IPDevice:ACCC8ED7F9F7:1,-99.182,19.3397,C2S-UNIVER-7118-A,ACTIVO
@IPDevice:ACCC8ED80FC5:1,-99.0376,19.3585,C2O-SANTAC-5204-A,ACTIVO
@IPDevice:ACCC8ED80872:1,-99.2165,19.2691,C2S-FUENTE-5693-B,ACTIVO
@IPDevice:ACCC8ED7F41A:1,-99.1454,19.3593,C2S-PORTAL-6473-B,ACTIVO
@IPDevice:ACCC8ED7FDB4:1,-99.182,19.3397,C2S-UNIVER-7118-B,ACTIVO
@IPDevice:ACCC8ED80646:1,-99.1644,19.3302,C2S-UNIVER-6575-B,ACTIVO
@IPDevice:ACCC8ED7FDB0:1,-99.1727,19.3447,C2S-UNIVER-6509-B,ACTIVO
@IPDevice:ACCC8ED7FD84:1,-99.137,19.3985,C2S-NATIVI-5926-B,ACTIVO
@IPDevice:ACCC8ED7FD85:1,-99.1998,19.2782,C2S-FUENTE-5986-A,ACTIVO
@IPDevice:ACCC8ED7FDB3:1,-99.146,19.3479,C2S-COYOAC-6505-B,ACTIVO
@IPDevice:ACCC8ED7FD80:1,-99.1649,19.2353,C2S-FUENTE-5700-A,ACTIVO
@IPDevice:ACCC8ED7FDB9:1,-99.162,19.3567,C2S-COYOAC-6522-A,ACTIVO
@IPDevice:ACCC8ED7BF26:1,-99.2936,19.3589,C2P-CUAJIM-5796-A,ACTIVO
@IPDevice:ACCC8ED7FE1E:1,-99.0391,19.3853,C2O-OASIS-7235-B,ACTIVO
@IPDevice:ACCC8ED806BA:1,-99.2284,19.2811,C2S-PADIER-5691-A,ACTIVO
@IPDevice:ACCC8ED7FF8B:1,-99.1915,19.3802,C2S-NAPOLE-5324-B,ACTIVO
@IPDevice:ACCC8ED7FF8C:1,-99.1708,19.3984,C2S-DELVAL-5493-A,ACTIVO
@IPDevice:ACCC8ED8064E:1,-99.0537,19.357,C2O-SANTAC-7092-B,ACTIVO
@IPDevice:ACCC8ED8064D:1,-99.1534,19.3646,C2S-PORTAL-6477-A,ACTIVO
@IPDevice:ACCC8ED7F9FF:1,-99.1701,19.4546,C2P-TACUBA-7375-A,ACTIVO
@IPDevice:ACCC8ED7F9FC:1,-99.2191,19.4274,C2P-CHAPUL-7895-B,ACTIVO
@IPDevice:ACCC8ED7FDBF:1,-99.1363,19.3303,C2S-TAXQUE-6521-A,ACTIVO
@IPDevice:ACCC8ED7FD8D:1,-99.1118,19.4555,C2N-CUCHIL-6115-A,ACTIVO
@IPDevice:ACCC8ED7FD8C:1,-99.0884,19.4794,C2N-PRADER-9456-A,ACTIVO
@IPDevice:ACCC8ED80321:1,-99.0484,19.3727,C2O-SANTAC-5171-A,ACTIVO
@IPDevice:ACCC8ED7E715:1,-99.1927,19.3544,C2P-SANANG-1257-B,ACTIVO
@IPDevice:ACCC8ED7FC6E:1,-99.1498,19.3263,C2S-XOTEPI-6568-B,ACTIVO
@IPDevice:ACCC8ED808B3:1,-99.201,19.2223,C2S-FUENTE-5671-B,ACTIVO
@IPDevice:ACCC8ED80239:1,-99.1566,19.3704,C2S-PORTAL-5546-A,ACTIVO
@IPDevice:ACCC8ED80234:1,-99.1566,19.3704,C2S-PORTAL-5546-B,ACTIVO
@IPDevice:ACCC8ED80233:1,-99.1529,19.3902,C2S-NARVAR-5509-A,ACTIVO
@IPDevice:ACCC8ED7FAF0:1,-99.1156,19.3311,C2S-TAXQUE-6493-B,ACTIVO
@IPDevice:ACCC8ED7F6B1:1,-99.233,19.2882,C2S-PADIER-7487-B,ACTIVO
@IPDevice:ACCC8ED7FB13:1,-99.162,19.2904,C2S-HUIPUL-5680-B,ACTIVO
@IPDevice:ACCC8ED7FF75:1,-99.0217,19.3378,C2O-QUETZA-7233-A,ACTIVO
@IPDevice:ACCC8ED7FF76:1,-99.239,19.2768,C2S-PADIER-7525-B,ACTIVO
@IPDevice:ACCC8ED7FF72:1,-99.1819,19.3642,C2S-DELVAL-5505-B,ACTIVO
@IPDevice:ACCC8ED7F648:1,-99.1751,19.2501,C2S-HUIPUL-7478-B,ACTIVO
@IPDevice:ACCC8ED8023B:1,-99.1385,19.3755,C2S-NATIVI-6476-A,ACTIVO
@IPDevice:ACCC8ED80B48:1,-99.1704,19.3494,C2S-COYOAC-6503-A,ACTIVO
@IPDevice:ACCC8ED7EB5F:1,-99.1501,19.3599,C2S-PORTAL-5549-B,ACTIVO
@IPDevice:ACCC8ED80634:1,-99.1443,19.305,C2S-CULHUA-6543-B,ACTIVO
@IPDevice:ACCC8ED80636:1,-99.1306,19.3499,C2S-TAXQUE-6555-B,ACTIVO
@IPDevice:ACCC8ED80A77:1,-99.1244,19.3357,C2S-TAXQUE-6534-A,ACTIVO
@IPDevice:ACCC8ED7FAFD:1,-99.0288,19.3261,C2O-QUETZA-5151-A,ACTIVO
@IPDevice:ACCC8ED8029C:1,-99.1674,19.2783,C2S-FUENTE-5987-B,ACTIVO
@IPDevice:ACCC8ED7F447:1,-99.0147,19.1934,C2O-TECOMI-7426-B,ACTIVO
@IPDevice:ACCC8ED80FD1:1,-99.038,19.3423,C2O-QUETZA-5200-A,ACTIVO
@IPDevice:ACCC8ED7F96E:1,-99.1203,19.2993,C2S-COAPA-5713-A,ACTIVO
@IPDevice:ACCC8ED807F0:1,-99.1385,19.3755,C2S-NATIVI-6476-B,ACTIVO
@IPDevice:ACCC8ED7F6BF:1,-99.182,19.3911,C2S-NAPOLE-5488-A,ACTIVO
@IPDevice:ACCC8ED8034F:1,-99.2085,19.4385,C2P-POLANC-7841-A,ACTIVO
@IPDevice:ACCC8ED80056:1,-99.1169,19.3734,C2O-CHURUB-160-B,ACTIVO
@IPDevice:ACCC8ED7F75B:1,-99.0507,19.3298,C2O-QUETZA-7277-B,ACTIVO
@IPDevice:ACCC8ED7FB1C:1,-99.1661,19.3682,C2S-PORTAL-5670-A,ACTIVO
@IPDevice:ACCC8ED7FF7F:1,-99.1883,19.3698,C2S-NAPOLE-7260-B,ACTIVO
@IPDevice:ACCC8ED80B4F:1,-99.1006,19.3206,C2S-CULHUA-6485-A,ACTIVO
@IPDevice:ACCC8ED80B69:1,-99.134,19.4789,C2N-LINDAV-6876-B,ACTIVO
@IPDevice:ACCC8ED8063D:1,-99.0537,19.357,C2O-SANTAC-7092-A,ACTIVO
@IPDevice:ACCC8ED7FBF0:1,-99.1203,19.2993,C2S-COAPA-5713-B,ACTIVO
@IPDevice:ACCC8ED80B66:1,-99.1426,19.3655,C2S-PORTAL-6468-B,ACTIVO
@IPDevice:ACCC8ED8063C:1,-99.1644,19.3302,C2S-UNIVER-6575-A,ACTIVO
@IPDevice:ACCC8ED7F8B4:1,-99.0476,19.3428,C2O-SANTAC-9164-B,ACTIVO
@IPDevice:ACCC8ED7F8B1:1,-99.1821,19.4244,C2P-POLANC-184-B,ACTIVO
@IPDevice:ACCC8ED7F55D:1,-99.0829,19.318,C2O-ESTREL-9036-A,ACTIVO
@IPDevice:ACCC8ED7FA14:1,-99.2005,19.4134,C2P-TACUBA-7832-A,ACTIVO
@IPDevice:ACCC8ED7FA17:1,-99.0828,19.3547,C2O-ABASTO-5083-A,ACTIVO
@IPDevice:ACCC8ED7FA11:1,-99.0518,19.3666,C2O-ABASTO-9298-A,ACTIVO
@IPDevice:ACCC8ED8069A:1,-99.1783,19.5023,C2P-HORMIG-9300-B,ACTIVO
@IPDevice:ACCC8ED7F44F:1,-99.0938,19.361,C2O-ABASTO-5050-A,ACTIVO
@IPDevice:ACCC8ED7FDE1:1,-99.1363,19.3303,C2S-TAXQUE-6521-B,ACTIVO
@IPDevice:ACCC8ED7FDE8:1,-99.146,19.3479,C2S-COYOAC-6505-A,ACTIVO
@IPDevice:ACCC8ED80B6C:1,-99.111,19.3111,C2S-CULHUA-6515-B,ACTIVO
@IPDevice:ACCC8ED7FC1E:1,-99.0875,19.4238,C2N-ZARAGO-5995-B,ACTIVO
@IPDevice:ACCC8ED7FB40:1,-99.1661,19.3682,C2S-PORTAL-5670-B,ACTIVO
@IPDevice:ACCC8ED7FC96:1,-99.239,19.2768,C2S-PADIER-7525-A,ACTIVO
@IPDevice:ACCC8ED80473:1,-99.1422,19.4264,C2C-ASTURI-5436-A,ACTIVO
@IPDevice:ACCC8ED7FA76:1,-99.0226,19.3783,C2O-OASIS-5162-A,ACTIVO
@IPDevice:ACCC8ED7FFD4:1,-99.1498,19.3263,C2S-XOTEPI-6568-A,ACTIVO
@IPDevice:ACCC8ED7FA1B:1,-99.0184,19.3701,C2O-OASIS-5176-B,ACTIVO
@IPDevice:ACCC8ED7FFD5:1,-99.1389,19.3865,C2S-NATIVI-5527-B,ACTIVO
