timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1602556328497,20510,GeneraANPR,201,HTTP/1.1 201,ListrasNegras 1-1,text,true,,267,0,1,1,http://52.9.236.138:9295/api/placa/placas,20508,0,0
